file,text
TTS_6_37,uko waba ukize kose isanduku uzahambwamo izaba ari urukiramende ntabwo izaba ari uruziga
TTS_6_38,inkuru nk'izi ziba zigamije gufasha abazisoma kugira icyo bakunguka cyane cyane urubyiruko
TTS_6_39,yari ayifite mu gihugu cya kenya no mu birwa bya morise
TTS_6_40,nta magambo biba byarateye ngo ni uko umuntu unyuze mu murima w'impeke uw'imbuto cyangwa ku muzabibu
TTS_6_41,itangazamakuru ryo muri leta zunze ubumwe za amerika ryatangaje ko beyonse yibarutse
TTS_6_42,ayinkamiye yahise ageza ikibazo cye kuri sitasiyo ya polisi y'i gihundwe
TTS_6_43,aribo biyerurutsaga bagahisha ko batinya icyaha hamwe n'umuco wabarangaga w'ishyaka ryo guhesha imana icyubahiro bakabirutisha ibindi byose
TTS_6_44,hari ubwo imana ibareka bakiyumvamo amahoro icyakora igahoza ijisho ku migenzereze yabo
TTS_6_45,buri gihe mba mparanira gukora ikintu kidasanzwe kibonwa kandi kinakoranye ubwenge ntawe niganye
TTS_6_46,uvuye iburyo mushimiyimana niyonzima na ngomirakiza igihe bishyushyaga
TTS_6_47,iyi gahunda ngo iri mu rwego rwo guteza imbere kugenda n'amaguru no guhuza imihanda
TTS_6_48,bwana petero yavuze ko yari asigaye yumva yaratereranywe na leta y'ubufaransa
TTS_6_49,yakomeje agira ati ibimenyetso bihari birakomeye kandi biragaragaza ibyaha bikomeye byo kurya ruswa mu mikino
TTS_6_51,ubundi bagatozwa imyuga n'ubumenyingiro bizabafasha kwigirira akamaro nibasezererwa muri iki kigo
TTS_6_52,mushiki wanjye ati nkwiye gukuramo inda kuko nkiri muto cyane sinabyara
TTS_6_53,nibwo bukungu butamungwa imana yaduhishuriye muri uriya mwana watuvukiye i betelehemu
TTS_6_54,yavuze ko simba yarekuwe mu cyumweru gishize mu ibanga aho yari afungiye
TTS_6_55,maze ibikeri byuzura mu gihugu cyose igihugu cyose gikwira umunuko kugera ibwami kwa farawo ariko ntibyatumye abarekura
TTS_6_57,kugeza ubu umuhungu muto afungiye kuri sitasiyo ya polisi ya kanjongo
TTS_6_58,ntagozera yatanze ikiganiro gisobanura imvo n'imvano ya jenoside yakorewe abatutsi mu rwanda
TTS_6_59,uyu munsi mu gihugu hose hatangijwe icyumweru cyahariwe ibikorwa bya polisi
TTS_6_60,inteko nshingamategeko y'ubwongereza n'ubufaransa zitegerejweho kugira icyo zivuga ku bitero biherutse
TTS_6_61,iteme rya sarajevo ririmo rirubakwa mu mujyi wa bariselone muri esipanye
TTS_6_62,reba amashusho y'indirimbo nshya bafatanyije na nolesi yitwa baramponda
TTS_6_63,izi nzirakarengane z'abasirikare bakagombye gukorera igihugu n'imiryango yabo none bakomeje kwicwa bazira ibitekerezo byabo
TTS_6_64,urenga inzu ebyiri uvuye ku giti cy'ipamba kizwi cyane
TTS_6_65,ndetse n'aho bigeze kugira ngo biterwe inkunga bityo bizakomeze kugirira abanyarwanda akamaro
TTS_6_66,umukobwa wamenyekenye ku kabyiniriro ka biju yerekanye amafoto agaragaza amabere ye
TTS_6_67,ntimute umwanya mukemura ibibazo bitari ngombwa cyangwa muvuga amagambo atabafitiye akamaro
TTS_6_68,bavugaga ko igihe kigeze ngo batere ingabo mu bitugu turampu ariko we abyumva nko kumwibasira
TTS_6_69,icyambere ni imyumvire ishingiye ku muco nyarwanda hagakurikiraho imyemerere y'amadini cyangwa amatorero
TTS_6_70,sinshaka kwicuza ibyaha ku munyabyaha nkanjye ngo ni uko yambaye ikanzu cyangwa yize ishuri runaka
TTS_6_71,haravugwa ikibazo cy'ibitabo byanditse mu nyandiko z'abatabona bikiri bike mu gihugu
TTS_6_72,indege yo mu bwoko bwa antonovu yakorewe mu gihugu cy'u burusiya
TTS_6_73,icyakora gitoli uyobora akagali ka kagasa mu murenge wa gahanga avuga ko ikibazo gishingiye ku myumvire
TTS_6_74,nk'uko ibyiciro byabo byari bimeze abe ariko bagenda
TTS_6_75,umucukuzi w'ishwagara ntiyemerewe gukora indi mirimo itari iyo
TTS_6_76,kwiyicisha inzara ni kimwe mu bigaragaza ko umuntu atishimiye ikintu runaka
TTS_6_77,abo bayobozi b'amadini n'abayoboke babo bazi ko aribo barimbuye inyokomuntu
TTS_6_78,kuribwa umutwe bishobora guterwa n'impumuro ikabije cyane ku bantu bakunda kuwurwara
TTS_6_79,iragena ati twaje gufasha abakecuru b'incike tubereka urukundo nk'uko barutureze
TTS_6_80,ugendana n'abanyabwenge na we ukaba umunyabwenge wagendana n'abapfapfa ukaba we
TTS_6_81,muvandimwe ngushimiye ko uri inshuti nziza kandi kwifurije isabukuru nziza
TTS_6_82,karangwa yakoresheje telephone ye afata amashusho y'urwibutso y'iki gitaramo cy'akataraboneka
TTS_6_83,madamu mukayiranga yatangaje ko arangije amashuri yisumbuye mu ishami ry'ibinyabuzima n'ubutabire
TTS_6_84,batanze ibiribwa muri perefegitura zari zishonje ari zo butare na gikongoro
TTS_6_85,umuryango w'abibumbye wavuze ko ingendo z'indege zajyanaga imfashanyo muri yemeni zabaye zihagaritswe
TTS_6_86,hari abavuga ko abanyamakuru birukankira kuba impunzi kandi bitoroshye kuba mu buhungiro
TTS_6_87,iyo habayeho impamvu yongera ibyago byo kurwara kanseri y'ibere iriyongera
TTS_6_88,harimo barindwi baturuka muri nigeriya batandatu baturuka muri romaniya na bane bo muri alibaniya
TTS_6_89,inkuru ya peter benenson yise abanyururu bibagiranye yanditswe mu binyamakuru binyuranye hirya no hino ku isi
TTS_6_90,ariko imfura yigira inama yo kugira ubuntu ikamenya ko ari jye yehova ubeza
TTS_6_91,ubu sinshobora kubona icyemezo cy'amavuko kubera amakimbirane ari mu muryango mvukamo
TTS_6_92,ko aha hantu hadatuwe turavana hehe imigati ihaza abantu bangana batya
TTS_6_93,gusa nubwo izi mpunzi zivuga gutya umuyobozi w'ibitaro bya kirehe siko abibona
TTS_6_94,ni imyenda itwikira umusatsi igice cya ruguru n'icyo hepfo
TTS_6_95,muri iki gitaramo hazerakanwa ibyino gakondo n'imikino yo kwishimisha iranga iki gihugu
TTS_6_96,agira ati sinari nzi ko ntwite batatu kuko ntigeze njya kwa muganga kubera kutagira mituweri
TTS_6_97,ati ubu ndasezeye kuri iki gice cy'ubuzima bwanjye ariko ntegereje ibizakurikiraho
TTS_6_98,izi ndushyi ninde waziteye umwaku
TTS_6_99,cyakora mugeze aho nshaka rwose nimukomereze aho
TTS_6_100,mama yari ameze nk'umupolisi yahoraga anshakishaho amakosa iyo yampaga imirimo yarangenzuraga
TTS_6_101,imibare yerekana ko buri kwezi hakorwa inyemezabuguzi zigera kuri miliyoni ebyiri
TTS_6_102,kanenze abategetsi ba zimbabwe batangaje ko bifashishije abasirikare mu guhosha imyigaragambyo
TTS_6_103,nanone dawidi yahamagaje sadoki na abiyatari b'abatambyi na uriyeli
TTS_6_104,ari hamwe na perezida w'u bufaransa basangira banaganira
TTS_6_105,kazitunga yavuganye na mariya mu gifaransa ariko agasubiza mu cyongereza
TTS_6_106,iyo ubonye umuntu akora ibibujijwe ukamukingira ikibaba ushaka indonke iyo iba ari ruswa
TTS_6_107,ari nabo bazajya berekanwa kuri televiziyo zinyuranye zo mu bihugu byo muri aka karere
TTS_6_108,ati  naganiriye n'abagore bagenzi banjye bangira inama yo kujya ndya igitoki kirimo ubunyobwa n'intoryi
TTS_6_109,gusa ngo nta muntu waguye muri iyi mpanuka kandi n'icyayiteye ntikiramenyekana
TTS_6_110,igihe cyose bazaba batarasohoza ibyo imana ntizemera imirimo bayikorera
TTS_6_111,uru rubyiruko rushimangira ko rusobanukiwe ko gutegura indyo yuzuye bidasaba ubushobozi buhambaye
TTS_6_112,na bo bashaka kwivumbura ku gitsure cy'ababyeyi babahozaho ijisho
TTS_6_113,wumva umeze ute iyo ukandagije inkweto zawe ku ijosi ry'abaturage bawe
TTS_6_114,abantu bane baguye mu mvururu zabaye hagati y'abapolisi n'abatavuga rumwe n'ubutegetsi bari mu myigaragambyo
TTS_6_115,igihembo cy'umushoramari w'indashyikirwa cyatangijwe kugira ngo abashoramari bahange udushya
TTS_6_116,bazakiranwa urugwiro kandi kwakira neza abatugana tubigire intego
TTS_6_117,itahiwacu uzwi ku izina rya melodi ni mwene ntibihangana na muteteri
TTS_6_118,icyumba sage yapfiriyemo cyaranukaga cyane kuburyo kucyinjiramo byasabaga gupfuka amazuru
TTS_6_119,iyi ni incamake isobanura ibikorwa by'ingenzi byaranze uyu mwaka
TTS_6_120,abo bana bavuga ko baje mu mujyi wa kigali gushaka ikibatunga
TTS_6_121,muri gahunda iri joro turaza kumva mahoro aganira n'umuhanzi mariya
TTS_6_122,kubarusha ubukire cyangwa umuntu akaba ari ku rwego rurenze urw'abandi
TTS_6_123,ndetse uwavuga ko ayoboye abakobwa bagenzi be mu bikorwa n'ibigwi mu muziki ntiyaba abeshye
TTS_6_124,bavuga ko uretse no kwicwa ngo abantu basambanywa ku nguvu abandi bagashimutwa
TTS_6_125,baturuka mu karere ka nyamasheke ariko ngo nta kazi kazwi bakorera mu mujyi wa nyamagabe
TTS_6_126,nyuma yo kuyashyikirizwa yashimiye eyateli rwanda yamufashije kugera ku ntego yari afite kuva kera
TTS_6_127,ni uko bigaragara ko za mpinduka zitamena amaraso za padiri nahimana zigomba kuba ziri hafi
TTS_6_128,kuba rero twaje tungana gutya ni uko harimo inyungu
TTS_6_129,hashize amezi ageze muri amerika ntara tangira gukumbura iwabo
TTS_6_130,hari kandi kongera imbaraga ku bihugu by'afurika mu ruhando rw'ibikize ku isi
TTS_6_131,kayonza ruhango na kirehe nitwo turere tuza ku isonga mugutanga ubwisungane mu kwivuza
TTS_6_132,kuburyo habonetse amahirwe yo gukina filime zo ku rwego mpuzamahanga nakwitabira amajonjora y'abakinnyi
TTS_6_133,kuko mu kwezi kw'amahundo ari bwo uhoraho imana yawe yakwimuye mu misiri ari nijoro
TTS_6_134,ati uko twongera imbaraga mu gukemura ibi bibazo niko abantu bakomeza kubigaragaza
TTS_6_135,iyo rero ushimira uwo mwashakanye ku buryo buhoraho ni ikimenyetso cy'uko mubanye munezerewe
TTS_6_136,umuyobozi w'akarere ka gakenke ushinzwe iterambere ry'ubukungu ni niyonsenga
TTS_6_137,nimu gihe bari batangiye kwishimira ko umuvandimwe wabo yazanzamutse ibi byose biri mu mpamvu zo kurinda abakozi bacu ikibi
TTS_6_138,yungamo ati ese wancyuye ukazagaruza ibyo mu muryango
TTS_6_139,kuko hazajya hakorwa ubushakashatsi bwimbitse kugira ngo haboneke imbuto nziza n'izindi nyongeramusaruro
TTS_6_140,ibi ntibyigeze biva mu mutwe wa ronalido kuko azi neza ko perezi atamufata nk'umwe mu bakinnyi bakomeye yaguze
TTS_6_141,gusa umwana yari atwite baramumubyaje kandi kugeza n'ubu nimuzima
TTS_6_142,yagize ati iyo ntekereje ibyambayeho nkibuka uburyo marume yankundaga numva isi indangiriyeho
TTS_6_143,iyo wibwiye ko byose wabimenye urukundo rwanyu rutangira kuzamo agatotsi
TTS_6_144,nafunguye igipangu nta bwoba rwose nkandagira nkumva ndahamije
TTS_6_145,yagize ati jye uwayinyibye yari anciye ugutwi kubera imbaraga yakoresheje ayinshikuza kuko nagendaga nyivugiraho
TTS_6_146,ariko tubashishikariza kubireka kandi hari ababivuyeho kuko babonye ko ntacyo bimaze
TTS_6_147,muri ako karere bashyize imbere isuku no kurwanya imirire mibi
TTS_6_148,kwishyuza abantu kugira ngo ubahanurire ni ukugerageza ukwizera kwabo
TTS_6_149,aba bakinnyi batatu barimo barumvikana n'ikipe haruna niyonzima akinamo
TTS_6_150,anashinjwa ko yarindaga bariyeri ziciweho abatutsi bari batuye muri ako gace
TTS_6_151,gushishikara kugira ngo umwaka utaha buri munyarwanda yumve ko agomba gutabarira urwatubyaye
TTS_6_152,si ibyifuzo nkeneye ahubwo ni kumva ko ntari jyenyine
TTS_6_153,mfite umwanya wo gusubiza ubutumwa nabonye mu byumweru bitatu bishize
TTS_6_154,gaperi yavuze ko batunganyije aho bakorera ku buryo nta rusaku rusohoka
TTS_6_155,ashobora kongera gutsindwa nyuma yo gusibira kuko impamvu nyakuri zitaba zitaweho maze bikamudindiza
TTS_6_156,ntabwo ari indyarya kuko iyo afite icyo ashaka kukubwira ntaca ikibungo
TTS_6_157,yishimira ko mu muryango we bafite amahoro n'umutuzo kandi ntasesagura umutungo
TTS_6_158,nyakarundi yagize ati dufite imiti ikoreshwa ku ruhu ahafite ikibazo
TTS_6_159,si ubwa mbere abategetsi b'u bufaransa babuza imbwa kumoka
TTS_6_160,icyubahiro cyabo cyari hafi gushira bagatatana nk'uko umukungugu utumurwa n'umuyaga
TTS_6_161,uturwa tumwe na tumwe twubatseho amahotel abereye ijisho
TTS_6_162,abaregwa basabye kuburana badafunze kuko ibyaha bashinjwa batabikoze
TTS_6_163,umusore abona inomero yanjye ya telefoni akanyoherereza ubutumwa bw'urukundo
TTS_6_164,amafaranga y'urugendo avugwa mu gika cya mbere cy'iyi ngingo ntahabwa abayobozi bakuru
TTS_6_165,tukajya tujyana kuri sitade nka sitade ya kigali nabwo sinumve yogeza
TTS_6_166,yari afungiye muri gereza ashinjwa icyaha cyo gukubita
TTS_6_167,ikindi n'uko ahantu nk'aha hahurira abantu benshi baje kubyina cyangwa kwunywa inzoga hatabura abadukenera
TTS_6_168,bwa mbere iserukiramuco rya sinema rya kane mu bufaransa ryaratangijwe
TTS_6_169,byatumye niheba ntegereza umunsi wo gupfa
TTS_6_170,utwo turemajambo twitwa ngo iki
TTS_6_171,bandebereho ni umusaza ufite urukundo n'ubwitange
TTS_6_172,ni nayo yabaye imvano y'inkomoko y'imiryango migari y'abanyarwanda
TTS_6_173,abantu bakunda injyana ya coga ndabashimira kuko batahwemye kunshyigikira
TTS_6_174,ngira ngo mwabonye ko mu mukino ubanza ntacyo yaturushaga twarakinnye iratsinda
TTS_6_175,bakareba ibigenda n'ibitagenda maze bakumvikana na leta y'u rwanda bagashyiraho gahunda z'ibiganiro
TTS_6_176,abarebye umukino u rwanda rwakinnye na uganda n'uwo rwatsinzwemo na kenya
TTS_6_177,mbanenande yahamwe n'ibyaha byo kwica no gushishikariza kwica abatutsi mu yahoze ari perefegitura ya kibuye
TTS_6_178,uburyo uririmba ntushobora kumva uburyo utuma umutima wanjye utera cyane
TTS_6_179,ikosa rikomeye salomo yakoze ni ukwibwira ko akomeye ku buryo atahirikwa n'abapagani yifatanyije nabo
TTS_6_180,ndetse yamutumyeho bamwe mu bayobozi b'iyi kipe baganira akanya gato nyuma y'umukino
TTS_6_181,ambasaderi karitanyi yatanze impapuro zimuhesha uburenganzira bwo guhagararira u rwanda muri irelande
TTS_6_182,abacukura amabuye y'agaciro ni ba nyirabayazana mu kwanduza amazi y'imigezi
TTS_6_183,ivumburwa rya tv ryazanye impinduka mubuzima bwacu bwa buri munsi
TTS_6_184,barokokeye jenoside i gihundwe mu karere ka rusizi we n'umuhungu we
TTS_6_185,abwira mulisa ati ngwino ubambwirire mu kinyarwanda jye ntibanyumva
TTS_6_186,ibintu byose biramushimisha ariko nifuza kubona inkweto akora
TTS_6_187,gusa iyo yihese bikabije ingaruka zivukamo ni uko n'inyonjo iba itagishoboye kuvurwa
TTS_6_188,yaririmbye injyana zinyuranye
TTS_6_189,i nyamagabe yaririmbye zimwe mu ndirimbo za nolesi ari nako avuza vuvuzera
TTS_6_190,cyangwa se nawe mukobwa niba ufite umukunzi akaba hari ibyo agukorera ukumva urishimye watwunganira
TTS_6_191,uretse kuyoga bamwe baranayavoma bakayanywa bavuga ko asukura mu nda akanavura impyiko
TTS_6_192,abadepite babajije impamvu icyo kigo gishinzwe imiyoborere kirebererwa n'imitwe ya politiki
TTS_6_193,namenye ko bamwe mu banyeshuri ari impfubyi abandi bakava mu miryango ikennye
TTS_6_194,ngo mujye mu gihugu cyiza yehova imana yanyu agiye kubaha ho umurage
TTS_6_195,ibyamamare byambariye umugeni w'inshuti zabo magara
TTS_6_196,bityo rero imico yacu igomba kuba inzu imana ituramo
TTS_6_197,mu bice by'akarere ka bugesera hari ahantu hatandukanye haba indaya
TTS_6_198,ku giciro cyagenwe igare ry intambara baritumizaga muri egiputa ku biceri by'ifeza magana atanu
TTS_6_199,ati twumvaga twaragerage kubana neza na buri wese tukumva aho tugeze tutari dukwiye gukorerwa ibintu nka biriya
TTS_6_200,monsengo yasabye abategetsi guhagarika kwica abaturage nk'uko yabivuze mu magambo ye
TTS_6_201,ashize amanga yasubije ibibazo yabajijwe n'umunyamakuru wa inyarwanda
TTS_6_202,cyangwa wabutakaje kubera indwara impanuka intambara cyangwa izindi mpamvu
TTS_6_203,uyu mugore yagize ati narariraga cyane nkamwinginga ngo arekere aho ariko ntiyigeze angirira mpuhwe
TTS_6_204,namenye ko u rwanda ruzitabira iryo irushanwa
TTS_6_205,agira ati no mu nyamanswa tubona ko isake ari yo yirukankana inkokokazi
TTS_6_206,basobanurirwa ko intwari ishyirwa mu cyiciro harebwe uburyo yitangiye abandi
TTS_6_207,kandi ubu mfite  ingamba nshya zo kuririmba kuko mpugutse
TTS_6_208,baherutse gutangaza ko batakiri inshuti nubwo babyaranye
TTS_6_209,ariko nzi neza ko bitewe nuko muganga yambwiye n'icyo yantegetse ntegereje igisubizo cyiza
TTS_6_210,mu bitaramo bakora baririmba indirimbo mama munyana
TTS_6_211,abatavuga rumwe na leta bashinja perezida kabila gukora uko ashoboye ngo agume ku butegetsi
TTS_6_212,iri tegeko rishya ryongeraho na jenoside zose zahanwe n'inkiko zo mu bufaransa ndetse n'inkiko mpuzamahanga
TTS_6_213,havugwaga ko mu byo ashinjwa harimo no gucuranga indirimbo z'abanyarwanda kandi zibujijwe i burundi
TTS_6_214,ni uku bizimana yari yambaye mu gitaramo cya mbere yaririmbyemo i burayi
TTS_6_215,bityo abatuye mu murenge wa huye barasaba inzego bireba gukomeza umukwabu no kubafasha guhashya ayo mabandi
TTS_6_216,nahuye n'itsinda ry'abahanzi ryitwa akitive bansaba kuririmbana nabo
TTS_6_217,komisiyo yasanze hari ibiteganywa n'itegeko ku bijyanye no kujonjora
TTS_6_218,ikibazo cy'ikwirakwizwa ry'intwaro zizakoreshwa mu bwicanyi cyari gihangayikishije benshi nkuko twabigaragaje
TTS_6_219,aho basabwe kuba abanyamwuga no gukoresha ikoranabuhanga rya murandasi kuko byabungura ubumenyi
TTS_6_220,reba amafoto yaciye ibintu ku mbuga nkoranyambaga zitandukanye
TTS_6_221,aha niho yakuye ubushobozi bwo kujya gukora ubusitani ahandi abifashijwemo n'uwari umukoresha we
TTS_6_222,ati iyo utanga ubutumwa mu ikinamico bwumvikana kurusha gusoma imbwirwaruhame
TTS_6_223,umwami salomo yandikiye ab'ibisekuru byakurikiyeho abamenyesha amateka yaranze imyaka yapfushije ubusa
TTS_6_224,icyo kimpoteri giherereye mu mudugudu wa kabagendera kimaze igihe kitubakiye
TTS_6_225,ariko ntibyagira icyo bitanga ageza n'aho avuga ko u rwanda rwuzuye
TTS_6_226,arisanzura ariko rimwe na rimwe ntagaragaza ibitekerezo bye kuko agira amakenga
TTS_6_227,igerageza ryakorewe ku inyamaswa
TTS_6_228,ryerekanye ko bishobora gutera kanseri z ubwoko bwose
TTS_6_229,abaririmbyi bateranye amacupa n'ibirahure mu kabari
TTS_6_230,abazajya muri iyo myigaragambyo barateganya kuzagenda bitwaje ibitabo bya bibiriya imisaraba n'amashapure
TTS_7_1,kuko ari na yo abafasha mu dukorwa duto duto tubafasha kuzamura imiryango yabo
TTS_7_2,agira ati twabasabye guhagarika ibikorwa by'iri torero kuko inyubako rikoreramo zitujuje ibisabwa n'amategeko agenga imyubakire
TTS_7_3,ntibavuga kanyonjo gatosho na gatuza ahubwo bavuga umuntu ufite ubumuga bw'inyonjo
TTS_7_4,agacishamo akabeshya ko intore ze zikora za mudasobwa
TTS_7_5,bivuze ko intero ya mpayimana ari ukutavuga rumwe na leta ariko bidasenya
TTS_7_6,aba bagabo bombi bakoreshejwe muri gahunda zo gushinja u bufaransa mu bihe bitandukanye
TTS_7_7,nk'uko abanditsi babivuga ni ukubaka abanyarwanda no kurwanya abapfobya bakanahakana jenoside yakorewe abatutsi
TTS_7_8,barabaragiza amarira bo batarira ahubwo batwara imicuzo n'impozamarira ba nyagupfa bibereye mu gahinda gusaaaa
TTS_7_9,iyi niyo myambarire itaravuzweho rumwe muri kigali fashoni iheruka kuba
TTS_7_10,gerageza gutanga inshoza y'insigamigani
TTS_7_11,imvugo igira iti utabusya abwita ubumera twabonye ko ari umugani mugufi
TTS_7_12,ni uko umwami w'abayisirayeli na we atera abagenderaga ku mafarasi n'amagare
TTS_7_13,ugabanye indyo irimo amavuta menshi n'isukari nyinshi wibande ku mbuto n'imboga
TTS_7_14,yarageraga abantu bakava kuri radiyo rwanda bagakurikira iyo kinamico ntibabe bacyumvise inyigisho zo kuri radio y'igihugu cyacu
TTS_7_15,cyakomeje kivuga ko azagaragara muri iyi filimi nta twongera bwiza yishyizeho
TTS_7_16,ibihugu bikennye kurusha ibindi nibyo bibonekamo cyane imiti itemerewe gukoreshwa
TTS_7_17,abaforomo benshi bo muri kenya bigaragambije kubera kutumvikana na guverinoma ku mishahara
TTS_7_18,usabyimana gelasi watorewe kuyobora komite nshya yavuze ko ibyo basabwe byose bazabikurikiza
TTS_7_19,perezida wa komisiyo y'igihugu y'amatora avuga ko nta tegeko rivuga ko umukandida atumirwa n'inteko itora
TTS_7_20,kuri sitade yahoze yitwa kamarampaka hari hahungiye abatutsi bagera ku bihumbi bitanu
TTS_7_21,aya matora agamije kuvana igihugu mu bihe by'imvururu kimazemo imyaka itatu
TTS_7_22,ubu aracyashakishwa kuko twamenye ko ari uwo mu karere ka burera
TTS_7_23,kanyankore yirukanwe amaze guhamagara abakinnyi bazitabira umukino wa gana
TTS_7_24,afite inzu ihenze i makinde anafite inzu itunganya umuziki ikomeye
TTS_7_25,bigeze nyuma ya sa sita narazamutse nsubira mu rusisiro
TTS_7_26,ubwo rero sinavuga ko nciye umuco mu banyarwanda kuko ndimo ndashaka amafaranga
TTS_7_27,bamwe mu baturage baturiye ako kabari batabaje polisi bavuga ko batewe n'abantu bitwaje intwaro
TTS_7_28,mu mpamvu ubushinjacyaha bwajuriye harimo ko hari itegeko abacamanza batakoresheje kandi ubushinjacyaha bwararishingiyeho burega ingabire
TTS_7_29,ingoro ndangamurage mu bufaransa yafunguwe ku mugaragaro mu mujyi wa pari icyo yiyemeje gukora aragikora ntabwo yakwemerera ikintu ngo uzagombe kumwibutsa cyangwa kumwishyuza
TTS_7_30,ubu banampaye akazi sinirirwa nta umwanya muri iyi mpeshyi
TTS_7_31,tugomba kwikubita ku rutare tugashenjagurwa na rwo mbere yo kuzamurwa muri kirisitu
TTS_7_32,kandi bikatwibagiza imirimo yacu ya buri munsi turangiza twarushye
TTS_7_33,ati ese ariya mafaranga ko ari menshi sha nzayakorera pe
TTS_7_34,ahubwo turasaba ko yavanwa byihuse ku rutonde rw'intwari z'u rwanda
TTS_7_35,ikigega nyafurika gitsura amajyambere cyatanze impano ya miliyoni icumi
TTS_7_36,akomeza avuga ko atajya ahangana cyangwa ngo aregere inkiko kubera guhagarikwa azira akarengane
TTS_7_37,niyo mpamvu rero muri iki gice cya kabiri nabahitiyemo amagambo yakoreshwaga ku mwami
TTS_7_38,nk'u rwanda leta z'ibihugu zisabwa gufata uburezi nk inkingi y'iterambere rirambye
TTS_7_39,ikindi cy'umwihariko ni uko ari cyo gihugu cyinjiye bwa nyuma muri aka karere
TTS_7_40,abantu batabarika banyuraga mu nzira nyabagendwa zo mu bwami bwa salomo ntibamenyeshejwe yehova
TTS_7_41,ndabasuhuje nshuti muteze amatwi radiyo uyu ni umwanya w'ikiganiro imvo n'imvano
TTS_7_42,ibi barabivuga mu gihe bamaze igihe batabona nigitonyanga mu mavomero
TTS_7_43,nkwifurije umwaka mushya muhire wibuka inkuru nziza zabaye mu buzima bwawe
TTS_7_44,hashyirwaho itsinda rishinzwe kugenzura uko imihigo ishyirwa mu bikorwa
TTS_7_45,ibyo rero byanteye kwibaza ndushaho gusesengura ngo numve igisobanuro nyacyo cy'ijambo rye
TTS_7_46,nyirasafari ufite abana babiri baharerewe ari incuke yishimira uburyo ryigisha n'uko rifata abana muri rusange
TTS_7_47,mubyara we azazanwa no gutwika intumbi no kwarura amagufa mu nzu
TTS_7_48,yanditse ko ayasheshe kubera ko ikigo nta mikoro gifite iby'umutekano ntiyabikomozaho
TTS_7_49,uwiteka avuze atya mu nzu ya dawidi hazavuka umwana witwa yosiya
TTS_7_50,yagize ati yari amaze imyaka myinshi atajya ku mugore we w'isezerano
TTS_7_51,yagize ati wamaganye buri wese witwaza idini agatuka ababyeyi
TTS_7_52,rwanditse ko neymar ari umukirisitu gatulika utanga amaturo n'icyacumi
TTS_7_53,ati mujye mwiga mutekereza guhanga umulimo kurusha kwishyuza ugomba kuwubaha
TTS_7_54,inyuma imwe irayiruma bikomeye iz'imbere zishaka kuyifata ijosi ihangana nazo ari nako yigobotora irimo iyirumira inyuma
TTS_7_55,ni bimwe mu bihembo samputu yahawe hirya no hino ku isi
TTS_7_56,bizimungu avuga ko afite abakinnyi bumva amabwiriza yabahaye ariko badafite uburambe
TTS_7_57,imyumvire ikiri hasi n'ubujiji bavuga ko bitera ubukene
TTS_7_58,ndi umu rasita niba mfite imyemerere ikwiye mbese ndi uwo nkwiriye kuba we
TTS_7_59,kandi itagize icyo ibura isaba gukorerwa n'ibiremwa byayo kubera icyubahiro biyifitiye
TTS_7_60,gukira indwara yo mu mutwe ntibyoroshye uko biri kwose
TTS_7_61,abahanuzi ba bayali bari basenze basakuza kandi bavuga amagambo aterekeranye
TTS_7_62,avuga ko ubwo yabigeragezaga yambuwe n'utwo yarafite akisubirira aho yabaga
TTS_7_63,iyi ni imwe mu ndirimbo zigize album yanjye ya gatatu nzasohora mu mpera z'umwaka
TTS_7_64,yaravuze atiiki gikorwa cyo gufunga insengero nk'izi kirakorerwa mu gihugu hose
TTS_7_65,bikaba ari bimwe mu ntwaro zo kurwanya ihohoterwa rishingiye ku gitsina
TTS_7_66,naho se icyigeze kugushyimisha kurusha ibindi ni iki  ese ni nde wakigukoreye
TTS_7_67,iyi ndirimbo fite amajwi yatunganyirijwe muri kina iyobowe na ishimwe
TTS_7_68,ngo arashaka ko akurikiranwa akabazwa ku byerekeye urupfu rwa karamage
TTS_7_69,hari igihe navaga mu ishuri ngataha nkaba namara igihembwe ntarigarutsemo
TTS_7_70,umunyamideli ni umwe mu bari bitabiriye iki gitaramo
TTS_7_71,ati bamwe bacuruza kubera ko babonye abandi babyungukiramo ariko ibi sibyo
TTS_7_72,gapfizi na we yari mu batangije urugamba rwo kubohora u rwanda
TTS_7_73,langwida wafashwe n'isasu yakomeretse bikomeye mu mayunguyungu ibumoso no mu kiganza cy'iburyo
TTS_7_74,mbese ubwo bagenje batya igiti kikiri kibisi nikimara kuma hazacura iki
TTS_7_75,mu myaka irindwi itaha umuryango inkotanyi wifuza ko u rwanda rukomeza gutera imbere
TTS_7_76,ibi bisabwa kubahirizwa mu gihe ugiye guhura n'umwamikazi
TTS_7_77,yabonye ibaruwa bamusaba gutangiza umushinga bitaga uwa manatani wo gukora intwaro z'ubumara
TTS_7_78,basabwe kuzana ikindi cyemezo cyerekana ko ubuyobozi bwemeza ko bari muri icyo cyiciro
TTS_7_79,hari iteka rya minisitiri rigena serivisi zitagomba guhungabanywa
TTS_7_80,uwo mugabo yamweretse imodoka yari yarapfuye yari mu busitani hanyuma aramubaza ati ushobora kuyikora
TTS_7_81,zifite amataliki n'aho zasinyiwe byerekana uruhare rw'abashinjwa mu byo bakurikiranyweho
